1.125000000000000000e+00 -2.993160000000000265e-01 1.000000000000000000e+02 2.000000000000000000e+00
1.125000000000000000e+00 -4.366459999999999786e-01 1.000000000000000000e+02 2.000000000000000000e+00
1.125000000000000000e+00 -6.083070000000000421e-01 1.000000000000000000e+02 2.000000000000000000e+00
1.125000000000000000e+00 -8.228839999999999488e-01 1.000000000000000000e+02 2.000000000000000000e+00
1.125000000000000000e+00 -1.091099999999999959e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.125000000000000000e+00 -1.426379999999999981e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.125000000000000000e+00 -1.845480000000000009e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.125000000000000000e+00 -2.369339999999999780e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.125000000000000000e+00 -3.024179999999999868e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.125000000000000000e+00 -3.842729999999999979e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.125000000000000000e+00 -4.865910000000000402e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.125000000000000000e+00 -6.144879999999999676e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.125000000000000000e+00 -7.743610000000000326e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.125000000000000000e+00 -9.742010000000000502e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.125000000000000000e+00 -1.224000000000000021e+01 1.000000000000000000e+02 2.000000000000000000e+00
1.125000000000000000e+00 -1.536250000000000071e+01 1.000000000000000000e+02 2.000000000000000000e+00
1.125000000000000000e+00 -1.926559999999999917e+01 1.000000000000000000e+02 2.000000000000000000e+00
1.125000000000000000e+00 -2.414450000000000074e+01 1.000000000000000000e+02 2.000000000000000000e+00
1.125000000000000000e+00 -3.227609999999999957e+01 1.000000000000000000e+02 2.000000000000000000e+00
1.125000000000000000e+00 -4.853909999999999769e+01 1.000000000000000000e+02 2.000000000000000000e+00
1.125000000000000000e+00 -8.106520000000000437e+01 1.000000000000000000e+02 2.000000000000000000e+00
1.125000000000000000e+00 -1.461169999999999902e+02 1.000000000000000000e+02 2.000000000000000000e+00
1.125000000000000000e+00 -2.762219999999999800e+02 1.000000000000000000e+02 2.000000000000000000e+00
1.125000000000000000e+00 -5.364299999999999500e+02 1.000000000000000000e+02 2.000000000000000000e+00
1.125000000000000000e+00 -1.056849999999999909e+03 1.000000000000000000e+02 2.000000000000000000e+00
1.125000000000000000e+00 -2.097679999999999836e+03 1.000000000000000000e+02 2.000000000000000000e+00
1.125000000000000000e+00 -4.179350000000000364e+03 1.000000000000000000e+02 2.000000000000000000e+00
1.125000000000000000e+00 -8.342690000000000509e+03 1.000000000000000000e+02 2.000000000000000000e+00
1.375000000000000000e+00 -3.125000000000000000e-02 1.000000000000000000e+02 2.000000000000000000e+00
1.375000000000000000e+00 -1.015619999999999995e-01 1.000000000000000000e+02 2.000000000000000000e+00
1.375000000000000000e+00 -1.894530000000000103e-01 1.000000000000000000e+02 2.000000000000000000e+00
1.375000000000000000e+00 -2.993160000000000265e-01 1.000000000000000000e+02 2.000000000000000000e+00
1.375000000000000000e+00 -4.366459999999999786e-01 1.000000000000000000e+02 2.000000000000000000e+00
1.375000000000000000e+00 -6.083070000000000421e-01 1.000000000000000000e+02 2.000000000000000000e+00
1.375000000000000000e+00 -8.228839999999999488e-01 1.000000000000000000e+02 2.000000000000000000e+00
1.375000000000000000e+00 -1.091099999999999959e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.375000000000000000e+00 -1.426379999999999981e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.375000000000000000e+00 -1.845480000000000009e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.375000000000000000e+00 -2.369339999999999780e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.375000000000000000e+00 -3.024179999999999868e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.375000000000000000e+00 -3.842729999999999979e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.375000000000000000e+00 -4.865910000000000402e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.375000000000000000e+00 -6.144879999999999676e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.375000000000000000e+00 -7.743610000000000326e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.375000000000000000e+00 -9.742010000000000502e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.375000000000000000e+00 -1.224000000000000021e+01 1.000000000000000000e+02 2.000000000000000000e+00
1.375000000000000000e+00 -1.536250000000000071e+01 1.000000000000000000e+02 2.000000000000000000e+00
1.375000000000000000e+00 -1.926559999999999917e+01 1.000000000000000000e+02 2.000000000000000000e+00
1.375000000000000000e+00 -2.414450000000000074e+01 1.000000000000000000e+02 2.000000000000000000e+00
1.375000000000000000e+00 -3.227609999999999957e+01 1.000000000000000000e+02 2.000000000000000000e+00
1.375000000000000000e+00 -4.853909999999999769e+01 1.000000000000000000e+02 2.000000000000000000e+00
1.375000000000000000e+00 -8.106520000000000437e+01 1.000000000000000000e+02 2.000000000000000000e+00
1.375000000000000000e+00 -1.461169999999999902e+02 1.000000000000000000e+02 2.000000000000000000e+00
1.375000000000000000e+00 -2.762219999999999800e+02 1.000000000000000000e+02 2.000000000000000000e+00
1.375000000000000000e+00 -5.364299999999999500e+02 1.000000000000000000e+02 2.000000000000000000e+00
1.375000000000000000e+00 -1.056849999999999909e+03 1.000000000000000000e+02 2.000000000000000000e+00
1.375000000000000000e+00 -2.097679999999999836e+03 1.000000000000000000e+02 2.000000000000000000e+00
1.375000000000000000e+00 -4.179350000000000364e+03 1.000000000000000000e+02 2.000000000000000000e+00
1.375000000000000000e+00 -8.342690000000000509e+03 1.000000000000000000e+02 2.000000000000000000e+00
1.625000000000000000e+00 -3.125000000000000000e-02 1.000000000000000000e+02 2.000000000000000000e+00
1.625000000000000000e+00 -1.015619999999999995e-01 1.000000000000000000e+02 2.000000000000000000e+00
1.625000000000000000e+00 -1.894530000000000103e-01 1.000000000000000000e+02 2.000000000000000000e+00
1.625000000000000000e+00 -2.993160000000000265e-01 1.000000000000000000e+02 2.000000000000000000e+00
1.625000000000000000e+00 -4.366459999999999786e-01 1.000000000000000000e+02 2.000000000000000000e+00
1.625000000000000000e+00 -6.083070000000000421e-01 1.000000000000000000e+02 2.000000000000000000e+00
1.625000000000000000e+00 -8.228839999999999488e-01 1.000000000000000000e+02 2.000000000000000000e+00
1.625000000000000000e+00 -1.091099999999999959e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.625000000000000000e+00 -1.426379999999999981e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.625000000000000000e+00 -1.845480000000000009e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.625000000000000000e+00 -2.369339999999999780e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.625000000000000000e+00 -3.024179999999999868e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.625000000000000000e+00 -3.842729999999999979e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.625000000000000000e+00 -4.865910000000000402e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.625000000000000000e+00 -6.144879999999999676e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.625000000000000000e+00 -7.743610000000000326e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.625000000000000000e+00 -9.742010000000000502e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.625000000000000000e+00 -1.224000000000000021e+01 1.000000000000000000e+02 2.000000000000000000e+00
1.625000000000000000e+00 -1.536250000000000071e+01 1.000000000000000000e+02 2.000000000000000000e+00
1.625000000000000000e+00 -1.926559999999999917e+01 1.000000000000000000e+02 2.000000000000000000e+00
1.625000000000000000e+00 -2.414450000000000074e+01 1.000000000000000000e+02 2.000000000000000000e+00
1.625000000000000000e+00 -3.227609999999999957e+01 1.000000000000000000e+02 2.000000000000000000e+00
1.625000000000000000e+00 -4.853909999999999769e+01 1.000000000000000000e+02 2.000000000000000000e+00
1.625000000000000000e+00 -8.106520000000000437e+01 1.000000000000000000e+02 2.000000000000000000e+00
1.625000000000000000e+00 -1.461169999999999902e+02 1.000000000000000000e+02 2.000000000000000000e+00
1.625000000000000000e+00 -2.762219999999999800e+02 1.000000000000000000e+02 2.000000000000000000e+00
1.625000000000000000e+00 -5.364299999999999500e+02 1.000000000000000000e+02 2.000000000000000000e+00
1.625000000000000000e+00 -1.056849999999999909e+03 1.000000000000000000e+02 2.000000000000000000e+00
1.625000000000000000e+00 -2.097679999999999836e+03 1.000000000000000000e+02 2.000000000000000000e+00
1.625000000000000000e+00 -4.179350000000000364e+03 1.000000000000000000e+02 2.000000000000000000e+00
1.625000000000000000e+00 -8.342690000000000509e+03 1.000000000000000000e+02 2.000000000000000000e+00
1.875000000000000000e+00 -3.125000000000000000e-02 1.000000000000000000e+02 2.000000000000000000e+00
1.875000000000000000e+00 -1.015619999999999995e-01 1.000000000000000000e+02 2.000000000000000000e+00
1.875000000000000000e+00 -1.894530000000000103e-01 1.000000000000000000e+02 2.000000000000000000e+00
1.875000000000000000e+00 -2.993160000000000265e-01 1.000000000000000000e+02 2.000000000000000000e+00
1.875000000000000000e+00 -4.366459999999999786e-01 1.000000000000000000e+02 2.000000000000000000e+00
1.875000000000000000e+00 -6.083070000000000421e-01 1.000000000000000000e+02 2.000000000000000000e+00
1.875000000000000000e+00 -8.228839999999999488e-01 1.000000000000000000e+02 2.000000000000000000e+00
1.875000000000000000e+00 -1.091099999999999959e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.875000000000000000e+00 -1.426379999999999981e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.875000000000000000e+00 -1.845480000000000009e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.875000000000000000e+00 -2.369339999999999780e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.875000000000000000e+00 -3.024179999999999868e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.875000000000000000e+00 -3.842729999999999979e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.875000000000000000e+00 -4.865910000000000402e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.875000000000000000e+00 -6.144879999999999676e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.875000000000000000e+00 -7.743610000000000326e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.875000000000000000e+00 -9.742010000000000502e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.875000000000000000e+00 -1.224000000000000021e+01 1.000000000000000000e+02 2.000000000000000000e+00
1.875000000000000000e+00 -1.536250000000000071e+01 1.000000000000000000e+02 2.000000000000000000e+00
1.875000000000000000e+00 -1.926559999999999917e+01 1.000000000000000000e+02 2.000000000000000000e+00
1.875000000000000000e+00 -2.414450000000000074e+01 1.000000000000000000e+02 2.000000000000000000e+00
1.875000000000000000e+00 -3.227609999999999957e+01 1.000000000000000000e+02 2.000000000000000000e+00
1.875000000000000000e+00 -4.853909999999999769e+01 1.000000000000000000e+02 2.000000000000000000e+00
1.875000000000000000e+00 -8.106520000000000437e+01 1.000000000000000000e+02 2.000000000000000000e+00
1.875000000000000000e+00 -1.461169999999999902e+02 1.000000000000000000e+02 2.000000000000000000e+00
1.875000000000000000e+00 -2.762219999999999800e+02 1.000000000000000000e+02 2.000000000000000000e+00
1.875000000000000000e+00 -5.364299999999999500e+02 1.000000000000000000e+02 2.000000000000000000e+00
1.875000000000000000e+00 -1.056849999999999909e+03 1.000000000000000000e+02 2.000000000000000000e+00
1.875000000000000000e+00 -2.097679999999999836e+03 1.000000000000000000e+02 2.000000000000000000e+00
1.875000000000000000e+00 -4.179350000000000364e+03 1.000000000000000000e+02 2.000000000000000000e+00
1.875000000000000000e+00 -8.342690000000000509e+03 1.000000000000000000e+02 2.000000000000000000e+00
2.125000000000000000e+00 -3.125000000000000000e-02 1.000000000000000000e+02 2.000000000000000000e+00
2.125000000000000000e+00 -1.015619999999999995e-01 1.000000000000000000e+02 2.000000000000000000e+00
2.125000000000000000e+00 -1.894530000000000103e-01 1.000000000000000000e+02 2.000000000000000000e+00
2.125000000000000000e+00 -2.993160000000000265e-01 1.000000000000000000e+02 2.000000000000000000e+00
2.125000000000000000e+00 -4.366459999999999786e-01 1.000000000000000000e+02 2.000000000000000000e+00
2.125000000000000000e+00 -6.083070000000000421e-01 1.000000000000000000e+02 2.000000000000000000e+00
2.125000000000000000e+00 -8.228839999999999488e-01 1.000000000000000000e+02 2.000000000000000000e+00
2.125000000000000000e+00 -1.091099999999999959e+00 1.000000000000000000e+02 2.000000000000000000e+00
2.125000000000000000e+00 -1.426379999999999981e+00 1.000000000000000000e+02 2.000000000000000000e+00
2.125000000000000000e+00 -1.845480000000000009e+00 1.000000000000000000e+02 2.000000000000000000e+00
2.125000000000000000e+00 -2.369339999999999780e+00 1.000000000000000000e+02 2.000000000000000000e+00
2.125000000000000000e+00 -3.024179999999999868e+00 1.000000000000000000e+02 2.000000000000000000e+00
2.125000000000000000e+00 -3.842729999999999979e+00 1.000000000000000000e+02 2.000000000000000000e+00
2.125000000000000000e+00 -4.865910000000000402e+00 1.000000000000000000e+02 2.000000000000000000e+00
2.125000000000000000e+00 -6.144879999999999676e+00 1.000000000000000000e+02 2.000000000000000000e+00
2.125000000000000000e+00 -7.743610000000000326e+00 1.000000000000000000e+02 2.000000000000000000e+00
2.125000000000000000e+00 -9.742010000000000502e+00 1.000000000000000000e+02 2.000000000000000000e+00
2.125000000000000000e+00 -1.224000000000000021e+01 1.000000000000000000e+02 2.000000000000000000e+00
2.125000000000000000e+00 -1.536250000000000071e+01 1.000000000000000000e+02 2.000000000000000000e+00
2.125000000000000000e+00 -1.926559999999999917e+01 1.000000000000000000e+02 2.000000000000000000e+00
2.125000000000000000e+00 -2.414450000000000074e+01 1.000000000000000000e+02 2.000000000000000000e+00
2.125000000000000000e+00 -3.227609999999999957e+01 1.000000000000000000e+02 2.000000000000000000e+00
2.125000000000000000e+00 -4.853909999999999769e+01 1.000000000000000000e+02 2.000000000000000000e+00
2.125000000000000000e+00 -8.106520000000000437e+01 1.000000000000000000e+02 2.000000000000000000e+00
2.125000000000000000e+00 -1.461169999999999902e+02 1.000000000000000000e+02 2.000000000000000000e+00
2.125000000000000000e+00 -2.762219999999999800e+02 1.000000000000000000e+02 2.000000000000000000e+00
2.125000000000000000e+00 -5.364299999999999500e+02 1.000000000000000000e+02 2.000000000000000000e+00
2.125000000000000000e+00 -1.056849999999999909e+03 1.000000000000000000e+02 2.000000000000000000e+00
2.125000000000000000e+00 -2.097679999999999836e+03 1.000000000000000000e+02 2.000000000000000000e+00
2.125000000000000000e+00 -4.179350000000000364e+03 1.000000000000000000e+02 2.000000000000000000e+00
2.125000000000000000e+00 -8.342690000000000509e+03 1.000000000000000000e+02 2.000000000000000000e+00
2.375000000000000000e+00 -3.125000000000000000e-02 1.000000000000000000e+02 2.000000000000000000e+00
2.375000000000000000e+00 -1.015619999999999995e-01 1.000000000000000000e+02 2.000000000000000000e+00
2.375000000000000000e+00 -1.894530000000000103e-01 1.000000000000000000e+02 2.000000000000000000e+00
2.375000000000000000e+00 -2.993160000000000265e-01 1.000000000000000000e+02 2.000000000000000000e+00
2.375000000000000000e+00 -4.366459999999999786e-01 1.000000000000000000e+02 2.000000000000000000e+00
2.375000000000000000e+00 -6.083070000000000421e-01 1.000000000000000000e+02 2.000000000000000000e+00
2.375000000000000000e+00 -8.228839999999999488e-01 1.000000000000000000e+02 2.000000000000000000e+00
2.375000000000000000e+00 -1.091099999999999959e+00 1.000000000000000000e+02 2.000000000000000000e+00
2.375000000000000000e+00 -1.426379999999999981e+00 1.000000000000000000e+02 2.000000000000000000e+00
2.375000000000000000e+00 -1.845480000000000009e+00 1.000000000000000000e+02 2.000000000000000000e+00
2.375000000000000000e+00 -2.369339999999999780e+00 1.000000000000000000e+02 2.000000000000000000e+00
